,source_test,target_text
8822,-1.17956,0.23513
15451,5.44977,0.99572
18855,8.85394,0.99986
13742,3.74069,0.97681
11876,1.87459,0.86699
16064,6.0628,0.99768
14533,4.53173,0.98935
9920,-0.0815,0.47964
10,-9.992,5e-05
225,-9.77699,6e-05
12942,2.94065,0.94982
11753,1.75159,0.85215
3115,-6.88684,0.00102
14959,4.95775,0.99302
17979,7.9779,0.99966
4135,-5.86679,0.00282
17852,7.85089,0.99961
4971,-5.03075,0.00649
15340,5.33877,0.99522
2755,-7.24686,0.00071
10181,0.17951,0.54476
12691,2.68963,0.93641
13023,3.02165,0.95354
11698,1.69658,0.84509
1112,-8.88994,0.00014
13394,3.39267,0.96747
10959,0.95755,0.72263
17966,7.9649,0.99965
17754,7.75289,0.99957
4805,-5.19676,0.0055
19831,9.82999,0.99995
18281,8.27991,0.99975
1509,-8.49292,0.0002
6573,-3.42867,0.03141
17757,7.75589,0.99957
11695,1.69358,0.84469
13980,3.9787,0.98163
1606,-8.39592,0.00023
645,-9.35697,9e-05
7868,-2.13361,0.10587
19494,9.49297,0.99992
17116,7.11486,0.99919
6783,-3.21866,0.03847
4822,-5.17976,0.0056
4293,-5.70879,0.00331
16927,6.92585,0.99902
14165,4.16371,0.98469
197,-9.80499,6e-05
10823,0.82154,0.69456
6393,-3.60868,0.02637
2066,-7.9359,0.00036
19192,9.19096,0.9999
18018,8.0169,0.99967
10093,0.0915,0.52286
14507,4.50573,0.98908
5973,-4.0287,0.01749
2419,-7.58288,0.00051
13812,3.81069,0.97835
1256,-8.74594,0.00016
654,-9.34797,9e-05
10606,0.60453,0.64669
11777,1.77559,0.85515
16528,6.52683,0.99854
147,-9.85499,5e-05
18522,8.52093,0.9998
8603,-1.39857,0.19804
8359,-1.64258,0.16211
14741,4.73974,0.99133
3149,-6.85284,0.00106
11268,1.26656,0.78015
16890,6.88884,0.99898
14867,4.86574,0.99235
9536,-0.46552,0.38568
3537,-6.46482,0.00155
17536,7.53488,0.99947
782,-9.21996,0.0001
19746,9.74499,0.99994
15938,5.9368,0.99737
732,-9.26996,9e-05
19007,9.00595,0.99988
10130,0.12851,0.53208
786,-9.21596,0.0001
12360,2.35862,0.91362
2780,-7.22186,0.00073
2946,-7.05585,0.00086
11084,1.08255,0.74698
2734,-7.26786,0.0007
12545,2.54363,0.92714
3695,-6.30682,0.00182
13769,3.76769,0.97742
557,-9.44497,8e-05
17330,7.32887,0.99934
12247,2.24561,0.90427
12013,2.0116,0.88201
7949,-2.0526,0.11379
17195,7.19386,0.99925
4796,-5.20576,0.00545
16814,6.81284,0.9989
14427,4.42572,0.98818
2393,-7.60888,0.0005
9882,-0.11951,0.47016
9633,-0.36852,0.4089
18157,8.15591,0.99971
15171,5.16976,0.99435
2999,-7.00285,0.00091
1486,-8.51593,0.0002
7779,-2.22261,0.09774
15099,5.09775,0.99393
17541,7.53988,0.99947
13029,3.02765,0.95381
14704,4.70274,0.99101
17932,7.9309,0.99964
3117,-6.88484,0.00102
8422,-1.57958,0.17086
139,-9.86299,5e-05
8933,-1.06855,0.25568
9999,-0.0025,0.49937
13104,3.10266,0.957
1476,-8.52593,0.0002
19199,9.19796,0.9999
4357,-5.64478,0.00352
11701,1.69958,0.84548
4094,-5.9078,0.00271
17041,7.03985,0.99912
6761,-3.24066,0.03766
3953,-6.0488,0.00236
8720,-1.28156,0.21728
10763,0.76154,0.68169
4216,-5.78579,0.00306
8091,-1.9106,0.12891
14054,4.0527,0.98292
17936,7.9349,0.99964
3014,-6.98785,0.00092
474,-9.52798,7e-05
11788,1.78659,0.85651
14285,4.28371,0.9864
3819,-6.18281,0.00206
8296,-1.70559,0.15374
6333,-3.66868,0.02488
14553,4.55173,0.98956
16658,6.65683,0.99872
16028,6.0268,0.99759
5290,-4.71174,0.00891
16768,6.76684,0.99885
3435,-6.56683,0.0014
17495,7.49387,0.99944
1763,-8.23891,0.00026
1640,-8.36192,0.00023
12607,2.60563,0.93122
19759,9.75799,0.99994
6484,-3.51768,0.02881
18621,8.61993,0.99982
7738,-2.26361,0.09418
2966,-7.03585,0.00088
9825,-0.17651,0.45599
17896,7.89489,0.99963
13007,3.00565,0.95283
15066,5.06475,0.99372
12454,2.45262,0.92075
8018,-1.9836,0.12094
4826,-5.17576,0.00562
3484,-6.51783,0.00147
15875,5.87379,0.9972
17524,7.52288,0.99946
17884,7.88289,0.99962
5428,-4.57373,0.01021
13549,3.54768,0.97201
12309,2.30762,0.90951
12206,2.20461,0.90066
3221,-6.78084,0.00113
19277,9.27596,0.99991
13210,3.20866,0.96116
11552,1.55058,0.825
4883,-5.11876,0.00595
10571,0.56953,0.63865
9229,-0.77254,0.31593
19471,9.46997,0.99992
11810,1.80859,0.85919
12316,2.31462,0.91008
4122,-5.87979,0.00279
19480,9.47897,0.99992
6141,-3.86069,0.02062
15138,5.13676,0.99416
9657,-0.34452,0.41471
17937,7.9359,0.99964
3698,-6.30382,0.00183
17545,7.54388,0.99947
4240,-5.76179,0.00314
19215,9.21396,0.9999
16860,6.85884,0.99895
5550,-4.45172,0.01152
19198,9.19696,0.9999
18023,8.0219,0.99967
19926,9.925,0.99995
8899,-1.10256,0.24926
15346,5.34477,0.99525
15672,5.67078,0.99657
9583,-0.41852,0.39687
16570,6.56883,0.9986
2353,-7.64888,0.00048
16325,6.32382,0.99821
14516,4.51473,0.98917
9359,-0.64253,0.34467
6406,-3.59568,0.02671
4263,-5.73879,0.00321
17534,7.53288,0.99947
17251,7.24986,0.99929
10335,0.33352,0.58261
8107,-1.89459,0.13072
15049,5.04775,0.99362
707,-9.29496,9e-05
523,-9.47897,8e-05
16255,6.25381,0.99808
11510,1.50858,0.81885
19038,9.03695,0.99988
3439,-6.56283,0.00141
5993,-4.0087,0.01783
16910,6.90885,0.999
4716,-5.28576,0.00504
9351,-0.65053,0.34287
6486,-3.51568,0.02887
13563,3.56168,0.97239
12248,2.24661,0.90436
5241,-4.76074,0.00849
13991,3.9897,0.98183
13039,3.03765,0.95425
10364,0.36252,0.58965
6171,-3.83069,0.02123
3836,-6.16581,0.0021
19970,9.969,0.99995
405,-9.59698,7e-05
10723,0.72154,0.67295
9345,-0.65653,0.34152
1671,-8.33092,0.00024
810,-9.19196,0.0001
8263,-1.73859,0.14949
5242,-4.75974,0.0085
8195,-1.80659,0.14105
15529,5.52778,0.99604
16326,6.32482,0.99821
18564,8.56293,0.99981
4911,-5.09075,0.00612
254,-9.74799,6e-05
9425,-0.57653,0.35973
15497,5.49577,0.99591
7155,-2.84664,0.05486
4514,-5.48777,0.00412
4080,-5.9218,0.00267
10444,0.44252,0.60886
6430,-3.57168,0.02734
17923,7.9219,0.99964
14634,4.63273,0.99037
18019,8.0179,0.99967
966,-9.03595,0.00012
4914,-5.08775,0.00613
13960,3.9587,0.98127
845,-9.15696,0.00011
4949,-5.05275,0.00635
5593,-4.40872,0.01202
739,-9.26296,9e-05
1070,-8.93195,0.00013
11156,1.15456,0.76034
4552,-5.44977,0.00428
7695,-2.30662,0.09058
12465,2.46362,0.92155
2200,-7.80189,0.00041
11386,1.38457,0.79972
12590,2.58863,0.93013
1976,-8.0259,0.00033
14270,4.26871,0.98619
1496,-8.50593,0.0002
321,-9.68098,6e-05
19688,9.68698,0.99994
13127,3.12566,0.95794
1286,-8.71594,0.00016
7966,-2.0356,0.11552
2746,-7.25586,0.00071
12440,2.43862,0.91973
18237,8.23591,0.99974
7726,-2.27561,0.09316
8323,-1.67858,0.15728
19217,9.21596,0.9999
11871,1.86959,0.86641
13569,3.56768,0.97255
4336,-5.66578,0.00345
13913,3.9117,0.98039
15944,5.9428,0.99738
10877,0.87554,0.7059
9051,-0.95055,0.27877
232,-9.76999,6e-05
11928,1.9266,0.87287
2284,-7.71789,0.00044
7403,-2.59863,0.06923
12938,2.93665,0.94963
3453,-6.54883,0.00143
17322,7.32087,0.99934
4342,-5.65978,0.00347
9665,-0.33652,0.41666
18705,8.70394,0.99983
3874,-6.12781,0.00218
2804,-7.19786,0.00075
2389,-7.61288,0.00049
11995,1.9936,0.88012
10407,0.40552,0.60001
5844,-4.15771,0.0154
10472,0.47052,0.61551
16232,6.23081,0.99804
19911,9.91,0.99995
19425,9.42397,0.99992
8729,-1.27256,0.21882
3402,-6.59983,0.00136
6447,-3.55468,0.0278
8771,-1.23056,0.22608
5944,-4.0577,0.01699
13192,3.19066,0.96048
1378,-8.62393,0.00018
10003,0.0015,0.50038
12304,2.30262,0.90909
6603,-3.39867,0.03234
19647,9.64598,0.99994
5020,-4.98175,0.00682
15065,5.06375,0.99372
10718,0.71654,0.67184
5324,-4.67773,0.00921
15317,5.31577,0.99511
3102,-6.89984,0.00101
16426,6.42482,0.99838
14719,4.71774,0.99114
15202,5.20076,0.99452
19030,9.02895,0.99988
257,-9.74499,6e-05
9956,-0.0455,0.48863
16961,6.95985,0.99905
17588,7.58688,0.99949
10328,0.32652,0.58091
4637,-5.36477,0.00466
2708,-7.29386,0.00068
17731,7.72989,0.99956
12851,2.84964,0.9453
10415,0.41352,0.60193
6872,-3.12966,0.0419
5877,-4.12471,0.01591
19388,9.38697,0.99992
6633,-3.36867,0.03329
18647,8.64593,0.99982
14581,4.57973,0.98985
17187,7.18586,0.99924
969,-9.03295,0.00012
16299,6.29781,0.99816
5930,-4.0717,0.01676
9895,-0.10651,0.4734
7871,-2.13061,0.10616
2237,-7.76489,0.00042
7960,-2.0416,0.1149
11106,1.10456,0.75111
18567,8.56593,0.99981
8411,-1.59058,0.1693
17558,7.55688,0.99948
14440,4.43872,0.98833
7548,-2.45362,0.07917
1470,-8.53193,0.0002
5784,-4.21771,0.01452
9433,-0.56853,0.36158
8811,-1.19056,0.23316
14252,4.25071,0.98595
613,-9.38897,8e-05
769,-9.23296,0.0001
18489,8.48792,0.99979
16633,6.63183,0.99868
9175,-0.82654,0.30438
14855,4.85374,0.99226
8193,-1.80859,0.14081
4665,-5.33677,0.00479
19183,9.18196,0.9999
8199,-1.80259,0.14154
7111,-2.89064,0.05262
4627,-5.37477,0.00461
4190,-5.81179,0.00298
2429,-7.57288,0.00051
15647,5.64578,0.99648
4246,-5.75579,0.00315
5540,-4.46172,0.01141
18306,8.30492,0.99975
15792,5.79079,0.99695
10384,0.38252,0.59448
6152,-3.84969,0.02084
17060,7.05885,0.99914
17834,7.83289,0.9996
17390,7.38887,0.99938
1551,-8.45092,0.00021
16270,6.26881,0.99811
15519,5.51778,0.996
19109,9.10796,0.99989
10376,0.37452,0.59255
11880,1.87859,0.86745
8978,-1.02355,0.26434
9468,-0.53353,0.36969
217,-9.78499,6e-05
9121,-0.88054,0.29307
10802,0.80054,0.69009
2669,-7.33287,0.00065
13418,3.41667,0.96822
18171,8.16991,0.99972
294,-9.70799,6e-05
1828,-8.17391,0.00028
8803,-1.19856,0.23173
14090,4.0887,0.98352
3408,-6.59383,0.00137
19899,9.89799,0.99995
10121,0.11951,0.52984
13765,3.76369,0.97733
16296,6.29481,0.99816
4699,-5.30277,0.00495
19392,9.39097,0.99992
2046,-7.9559,0.00035
10185,0.18351,0.54575
331,-9.67098,6e-05
15240,5.23876,0.99472
1101,-8.90095,0.00014
10920,0.91855,0.71475
17549,7.54788,0.99947
18593,8.59193,0.99981
18950,8.94895,0.99987
12891,2.88964,0.94733
11113,1.11156,0.75242
14157,4.15571,0.98457
2903,-7.09885,0.00083
5496,-4.50573,0.01092
19553,9.55198,0.99993
4233,-5.76879,0.00311
4884,-5.11776,0.00595
452,-9.54998,7e-05
9480,-0.52153,0.3725
4264,-5.73779,0.00321
15312,5.31077,0.99509
11925,1.9236,0.87254
3702,-6.29981,0.00183
14835,4.83374,0.99211
3542,-6.45982,0.00156
6503,-3.49867,0.02935
2572,-7.42987,0.00059
19004,9.00295,0.99988
14550,4.54873,0.98953
4211,-5.79079,0.00305
14950,4.94875,0.99296
9210,-0.79154,0.31184
8064,-1.9376,0.12591
8336,-1.66558,0.15901
14826,4.82474,0.99204
17082,7.08085,0.99916
2520,-7.48187,0.00056
17637,7.63588,0.99952
3469,-6.53283,0.00145
14216,4.21471,0.98544
14053,4.0517,0.9829
7991,-2.0106,0.11809
19995,9.994,0.99995
6243,-3.75869,0.02278
6436,-3.56568,0.0275
6165,-3.83669,0.02111
1453,-8.54893,0.00019
2616,-7.38587,0.00062
5287,-4.71474,0.00888
9285,-0.71654,0.32816
13477,3.47567,0.96999
18962,8.96095,0.99987
12070,2.0686,0.88781
14218,4.21671,0.98547
9154,-0.84754,0.29995
7037,-2.96465,0.04905
18461,8.45992,0.99979
18005,8.0039,0.99967
18610,8.60893,0.99982
205,-9.79699,6e-05
7042,-2.95965,0.04928
13202,3.20066,0.96086
3933,-6.0688,0.00231
7674,-2.32762,0.08886
12068,2.0666,0.88761
18980,8.97895,0.99987
15771,5.76979,0.99689
18643,8.64193,0.99982
740,-9.26196,9e-05
19987,9.986,0.99995
3852,-6.14981,0.00213
15936,5.9348,0.99736
19838,9.83699,0.99995
2128,-7.87389,0.00038
14862,4.86074,0.99231
8858,-1.14356,0.24167
11615,1.61358,0.83391
5804,-4.19771,0.01481
6464,-3.53768,0.02826
3352,-6.64983,0.00129
1304,-8.69793,0.00017
3235,-6.76684,0.00115
6459,-3.54268,0.02812
16070,6.0688,0.99769
7276,-2.72564,0.06148
2709,-7.29286,0.00068
12277,2.27561,0.90684
10716,0.71454,0.6714
17185,7.18386,0.99924
11807,1.80559,0.85883
2159,-7.84289,0.00039
12742,2.74064,0.93938
13351,3.34967,0.96609
2349,-7.65288,0.00047
5728,-4.27371,0.01374
5109,-4.89274,0.00744
19774,9.77299,0.99994
9597,-0.40452,0.40023
2025,-7.9769,0.00034
6860,-3.14166,0.04142
16116,6.11481,0.99779
13783,3.78169,0.97772
3073,-6.92885,0.00098
18766,8.76494,0.99984
12450,2.44862,0.92046
2000,-8.0019,0.00033
1147,-8.85494,0.00014
5008,-4.99375,0.00673
5974,-4.0277,0.0175
8171,-1.83059,0.13817
19117,9.11596,0.99989
1917,-8.0849,0.00031
1113,-8.88894,0.00014
3401,-6.60083,0.00136
5970,-4.0317,0.01743
10817,0.81554,0.69329
9289,-0.71254,0.32904
16409,6.40782,0.99835
1811,-8.19091,0.00028
15606,5.60478,0.99633
17810,7.80889,0.99959
6677,-3.32467,0.03473
12679,2.67763,0.93569
12396,2.39462,0.91642
13156,3.15466,0.95909
18421,8.41992,0.99978
5704,-4.29771,0.01342
10422,0.42052,0.60361
4378,-5.62378,0.0036
13442,3.44067,0.96895
1602,-8.39992,0.00022
4682,-5.31977,0.00487
8834,-1.16756,0.2373
12437,2.43562,0.9195
9473,-0.52853,0.37086
10774,0.77254,0.68407
8433,-1.56858,0.17242
13231,3.22966,0.96194
14583,4.58173,0.98987
16626,6.62483,0.99867
6019,-3.9827,0.01829
13004,3.00265,0.95269
16969,6.96785,0.99906
517,-9.48497,8e-05
7614,-2.38762,0.08412
16842,6.84084,0.99893
10974,0.97255,0.72563
8469,-1.53258,0.17762
1694,-8.30792,0.00025
19538,9.53698,0.99993
15709,5.70779,0.99669
14371,4.36972,0.9875
3541,-6.46082,0.00156
13466,3.46467,0.96967
19535,9.53398,0.99993
19379,9.37797,0.99992
16429,6.42782,0.99839
10174,0.17251,0.54302
4814,-5.18776,0.00555
10543,0.54153,0.63217
7664,-2.33762,0.08806
18387,8.38592,0.99977
3931,-6.0708,0.0023
4900,-5.10176,0.00605
6681,-3.32067,0.03487
4536,-5.46577,0.00421
4382,-5.61978,0.00361
2973,-7.02885,0.00089
9905,-0.0965,0.47589
10895,0.89354,0.70962
16521,6.51983,0.99853
15605,5.60378,0.99633
1052,-8.94995,0.00013
9587,-0.41452,0.39783
1053,-8.94895,0.00013
2846,-7.15586,0.00078
4367,-5.63478,0.00356
10598,0.59653,0.64486
8083,-1.9186,0.12802
19951,9.95,0.99995
13180,3.17866,0.96002
10882,0.88054,0.70693
4661,-5.34077,0.00477
10872,0.87054,0.70486
10385,0.38352,0.59472
16930,6.92885,0.99902
8980,-1.02155,0.26473
7352,-2.64963,0.06601
4392,-5.60978,0.00365
4369,-5.63278,0.00357
1040,-8.96195,0.00013
4894,-5.10776,0.00601
16561,6.55983,0.99859
3725,-6.27681,0.00188
13867,3.86569,0.97948
16901,6.89984,0.99899
2287,-7.71489,0.00045
10378,0.37652,0.59303
18386,8.38492,0.99977
16597,6.59583,0.99864
9170,-0.83154,0.30332
4589,-5.41277,0.00444
12451,2.44962,0.92053
18125,8.12391,0.9997
10945,0.94355,0.71982
18399,8.39792,0.99977
10290,0.28851,0.57163
5555,-4.44672,0.01158
4841,-5.16076,0.0057
1319,-8.68293,0.00017
15245,5.24376,0.99475
5122,-4.87974,0.00754
9764,-0.23751,0.4409
9257,-0.74454,0.32201
8624,-1.37757,0.2014
11091,1.08955,0.7483
2209,-7.79289,0.00041
4629,-5.37277,0.00462
8316,-1.68558,0.15636
19784,9.78299,0.99994
10853,0.85154,0.70089
14107,4.10571,0.98379
19778,9.77699,0.99994
14557,4.55573,0.9896
16730,6.72884,0.99881
14639,4.63773,0.99041
5435,-4.56673,0.01029
11961,1.9596,0.87649
11040,1.03855,0.73857
18415,8.41392,0.99978
3365,-6.63683,0.00131
4063,-5.9388,0.00263
19817,9.81599,0.99995
15016,5.01475,0.9934
11912,1.9106,0.87109
10841,0.83954,0.69837
14676,4.67473,0.99076
15820,5.81879,0.99704
9669,-0.33252,0.41763
7395,-2.60663,0.06871
3252,-6.74984,0.00117
9682,-0.31952,0.42079
14099,4.0977,0.98366
14356,4.35472,0.98732
12429,2.42762,0.91891
16344,6.34282,0.99824
10135,0.13351,0.53333
17152,7.15086,0.99922
9523,-0.47852,0.3826
9246,-0.75554,0.31962
10642,0.64053,0.65487
9394,-0.60753,0.35262
909,-9.09295,0.00011
9973,-0.0285,0.49288
7869,-2.13261,0.10597
7230,-2.77164,0.05888
19436,9.43497,0.99992
18349,8.34792,0.99976
13446,3.44467,0.96907
4640,-5.36177,0.00467
145,-9.85699,5e-05
17043,7.04185,0.99913
19324,9.32297,0.99991
17220,7.21886,0.99927
4867,-5.13476,0.00585
1235,-8.76694,0.00016
12216,2.21461,0.90155
12609,2.60763,0.93135
5947,-4.0547,0.01705
15469,5.46777,0.9958
18893,8.89194,0.99986
4487,-5.51478,0.00401
14380,4.37872,0.98761
10679,0.67753,0.66319
14525,4.52373,0.98927
10728,0.72654,0.67404
4652,-5.34977,0.00473
8722,-1.27956,0.21762
8335,-1.66658,0.15888
19099,9.09795,0.99989
1437,-8.56493,0.00019
16272,6.27081,0.99811
9977,-0.0245,0.49388
10495,0.49352,0.62094
19274,9.27296,0.99991
12411,2.40962,0.91756
6132,-3.86969,0.02044
17333,7.33187,0.99935
8151,-1.85059,0.1358
757,-9.24496,0.0001
14739,4.73774,0.99132
19923,9.922,0.99995
10896,0.89454,0.70983
2863,-7.13886,0.00079
14932,4.93075,0.99283
14007,4.0057,0.98211
14602,4.60073,0.99006
2950,-7.05185,0.00087
16295,6.29381,0.99816
12983,2.98165,0.95174
10615,0.61353,0.64875
15785,5.78379,0.99693
6254,-3.74769,0.02303
5725,-4.27671,0.0137
11428,1.42657,0.80637
3176,-6.82584,0.00108
19851,9.84999,0.99995
14760,4.75874,0.9915
9827,-0.17451,0.45648
3218,-6.78384,0.00113
5499,-4.50273,0.01096
5085,-4.91675,0.00727
13112,3.11066,0.95733
12662,2.66063,0.93466
9908,-0.0935,0.47664
15325,5.32377,0.99515
4262,-5.73979,0.00321
10695,0.69353,0.66675
1579,-8.42292,0.00022
18210,8.20891,0.99973
4346,-5.65578,0.00349
17219,7.21786,0.99927
9756,-0.24551,0.43893
4220,-5.78179,0.00307
17679,7.67788,0.99954
18782,8.78094,0.99985
1836,-8.16591,0.00028
7088,-2.91365,0.05148
5037,-4.96475,0.00693
2489,-7.51288,0.00055
7987,-2.0146,0.11768
3152,-6.84984,0.00106
13057,3.05565,0.95503
11290,1.28856,0.7839
14206,4.20471,0.98529
2774,-7.22786,0.00073
9796,-0.20551,0.4488
17922,7.9209,0.99964
3319,-6.68283,0.00125
19431,9.42997,0.99992
5952,-4.0497,0.01713
13227,3.22566,0.96179
11854,1.85259,0.86443
15205,5.20376,0.99453
8406,-1.59558,0.1686
13325,3.32367,0.96523
16072,6.0708,0.9977
4792,-5.20976,0.00543
18318,8.31692,0.99976
4398,-5.60378,0.00367
10108,0.10651,0.5266
4009,-5.9928,0.00249
6659,-3.34267,0.03414
16849,6.84784,0.99894
2155,-7.84689,0.00039
9813,-0.18851,0.45301
16459,6.45782,0.99843
16794,6.79284,0.99888
4751,-5.25076,0.00522
2648,-7.35387,0.00064
4646,-5.35577,0.0047
3210,-6.79184,0.00112
12448,2.44662,0.92031
11688,1.68658,0.84377
1607,-8.39492,0.00023
16403,6.40182,0.99834
15572,5.57078,0.99621
18428,8.42692,0.99978
10122,0.12051,0.53009
5050,-4.95175,0.00702
5511,-4.49072,0.01109
9107,-0.89454,0.29017
13016,3.01465,0.95323
9578,-0.42352,0.39567
16335,6.33382,0.99823
6425,-3.57668,0.02721
1171,-8.83094,0.00015
10120,0.11851,0.52959
15737,5.73579,0.99678
7888,-2.11361,0.10778
6657,-3.34467,0.03407
5154,-4.84774,0.00778
16310,6.30882,0.99818
13360,3.35867,0.96639
6006,-3.9957,0.01806
12484,2.48262,0.92291
5604,-4.39772,0.01216
14275,4.27371,0.98626
6469,-3.53268,0.0284
17361,7.35987,0.99936
3751,-6.25081,0.00193
2051,-7.9509,0.00035
17019,7.01785,0.99911
2148,-7.85389,0.00039
9165,-0.83654,0.30226
11959,1.9576,0.87627
17989,7.9879,0.99966
7676,-2.32562,0.08902
8004,-1.9976,0.11946
3516,-6.48582,0.00152
11433,1.43157,0.80715
17277,7.27586,0.99931
13589,3.58768,0.97308
10971,0.96955,0.72503
12219,2.21761,0.90182
15656,5.65478,0.99651
5977,-4.0247,0.01756
265,-9.73699,6e-05
10279,0.27751,0.56894
5101,-4.90075,0.00739
12766,2.76464,0.94073
4449,-5.55278,0.00386
4071,-5.9308,0.00265
13422,3.42067,0.96834
16094,6.0928,0.99775
11144,1.14256,0.75815
10421,0.41952,0.60337
5632,-4.36972,0.0125
8491,-1.51058,0.18085
850,-9.15196,0.00011
6601,-3.40067,0.03227
5637,-4.36472,0.01256
15927,5.9258,0.99734
4641,-5.36077,0.00468
18248,8.24691,0.99974
15250,5.24876,0.99477
5897,-4.10471,0.01623
8593,-1.40857,0.19646
269,-9.73299,6e-05
12326,2.32462,0.9109
18175,8.17391,0.99972
13033,3.03165,0.95398
13320,3.31867,0.96506
18584,8.58293,0.99981
16933,6.93185,0.99902
7328,-2.67363,0.06455
3442,-6.55983,0.00141
1635,-8.36692,0.00023
11189,1.18756,0.7663
8832,-1.16956,0.23693
7851,-2.15061,0.10427
12336,2.33462,0.9117
16585,6.58383,0.99862
4808,-5.19376,0.00552
4633,-5.36877,0.00464
11792,1.79059,0.857
6898,-3.10366,0.04296
11409,1.40757,0.80338
18886,8.88494,0.99986
18702,8.70094,0.99983
12502,2.50063,0.92419
6846,-3.15566,0.04087
451,-9.55098,7e-05
19955,9.954,0.99995
787,-9.21496,0.0001
16605,6.60383,0.99865
18452,8.45092,0.99979
5674,-4.32772,0.01303
19610,9.60898,0.99993
18269,8.26791,0.99974
5339,-4.66273,0.00935
5786,-4.21571,0.01455
5178,-4.82374,0.00797
7023,-2.97865,0.0484
5118,-4.88374,0.00751
13809,3.80769,0.97828
15298,5.29676,0.99502
4690,-5.31177,0.00491
3680,-6.32182,0.00179
11734,1.73259,0.84974
1944,-8.0579,0.00032
7358,-2.64363,0.06638
2435,-7.56688,0.00052
10221,0.21951,0.55466
9251,-0.75054,0.3207
12452,2.45062,0.92061
4939,-5.06275,0.00629
3970,-6.0318,0.0024
2773,-7.22886,0.00072
8342,-1.65958,0.15982
7716,-2.28561,0.09232
5515,-4.48672,0.01113
8288,-1.71359,0.1527
99,-9.903,5e-05
3033,-6.96885,0.00094
3246,-6.75584,0.00116
8399,-1.60258,0.16762
8988,-1.01355,0.26629
3181,-6.82084,0.00109
3924,-6.0778,0.00229
6695,-3.30667,0.03534
5689,-4.31272,0.01322
4563,-5.43877,0.00433
12272,2.27061,0.90641
1183,-8.81894,0.00015
1614,-8.38792,0.00023
4886,-5.11576,0.00597
18050,8.0489,0.99968
4062,-5.9398,0.00263
5263,-4.73874,0.00867
10717,0.71554,0.67162
74,-9.928,5e-05
12020,2.0186,0.88274
2307,-7.69488,0.00045
17569,7.56788,0.99948
14631,4.62973,0.99034
10551,0.54953,0.63403
10670,0.66853,0.66117
18013,8.0119,0.99967
3040,-6.96185,0.00095
3086,-6.91585,0.00099
5731,-4.27071,0.01378
19063,9.06195,0.99988
6691,-3.31067,0.03521
4729,-5.27276,0.0051
9513,-0.48852,0.38024
8338,-1.66358,0.15928
19805,9.80399,0.99994
11420,1.41857,0.80511
8008,-1.9936,0.11988
11508,1.50658,0.81855
14313,4.31172,0.98677
9416,-0.58553,0.35766
2724,-7.27786,0.00069
18733,8.73194,0.99984
3742,-6.25981,0.00191
3998,-6.0038,0.00246
2694,-7.30787,0.00067
14013,4.0117,0.98222
7903,-2.0986,0.10923
14091,4.0897,0.98353
1472,-8.52993,0.0002
10254,0.25251,0.56279
13562,3.56068,0.97237
15167,5.16576,0.99432
6102,-3.89969,0.01985
5750,-4.25171,0.01404
7393,-2.60863,0.06859
7200,-2.80164,0.05724
8697,-1.30457,0.2134
13345,3.34367,0.9659
13559,3.55768,0.97229
11371,1.36957,0.79731
4328,-5.67378,0.00342
8652,-1.34957,0.20594
2305,-7.69688,0.00045
19503,9.50198,0.99993
8875,-1.12656,0.2448
11218,1.21656,0.77146
2019,-7.9829,0.00034
18153,8.15191,0.99971
11932,1.9306,0.87332
19365,9.36397,0.99991
10935,0.93355,0.71779
3575,-6.42682,0.00161
12198,2.19661,0.89994
13398,3.39667,0.9676
16279,6.27781,0.99813
13488,3.48667,0.97031
7895,-2.10661,0.10846
19920,9.919,0.99995
12006,2.0046,0.88128
13140,3.13866,0.95846
11053,1.05155,0.74107
8828,-1.17356,0.23621
11455,1.45357,0.81055
15668,5.66678,0.99655
14452,4.45072,0.98846
3198,-6.80384,0.00111
19102,9.10096,0.99989
18417,8.41592,0.99978
940,-9.06195,0.00012
1272,-8.72994,0.00016
18868,8.86694,0.99986
12418,2.41662,0.91809
852,-9.14996,0.00011
3353,-6.64883,0.00129
4066,-5.9358,0.00264
7182,-2.81964,0.05627
12504,2.50263,0.92433
5867,-4.13471,0.01576
17317,7.31587,0.99934
13217,3.21566,0.96142
6821,-3.18066,0.0399
2043,-7.9589,0.00035
16125,6.12381,0.99781
5429,-4.57273,0.01022
14477,4.47572,0.98875
8154,-1.84759,0.13616
9757,-0.24451,0.43917
12734,2.73264,0.93893
6641,-3.36067,0.03355
5032,-4.96975,0.0069
14668,4.66673,0.99068
3637,-6.36482,0.00172
6131,-3.87069,0.02042
3600,-6.40182,0.00166
18834,8.83294,0.99985
17832,7.83089,0.9996
17696,7.69488,0.99955
17067,7.06585,0.99915
16606,6.60483,0.99865
2460,-7.54188,0.00053
16043,6.0418,0.99763
759,-9.24296,0.0001
16531,6.52983,0.99854
9376,-0.62553,0.34852
916,-9.08595,0.00011
19953,9.952,0.99995
12065,2.0636,0.88731
8125,-1.87659,0.13278
16472,6.47082,0.99845
19491,9.48997,0.99992
9888,-0.11351,0.47165
15071,5.06975,0.99376
11738,1.73659,0.85025
12863,2.86164,0.94592
15564,5.56278,0.99618
19944,9.943,0.99995
9169,-0.83254,0.30311
14542,4.54073,0.98945
15323,5.32177,0.99514
9115,-0.88654,0.29182
612,-9.38997,8e-05
17245,7.24386,0.99929
13387,3.38567,0.96725
7846,-2.15561,0.10381
