source_test,target_text
-5.43377,0.00435
-5.43277,0.00435
-5.43177,0.00436
-5.43077,0.00436
-5.42977,0.00436
-5.42877,0.00437
-5.42777,0.00437
-5.42677,0.00438
-5.42577,0.00438
-5.42477,0.00439
-5.42377,0.00439
-5.42277,0.0044
-5.42177,0.0044
-5.42077,0.0044
-5.41977,0.00441
-5.41877,0.00441
-5.41777,0.00442
-5.41677,0.00442
-5.41577,0.00443
-5.41477,0.00443
-5.41377,0.00444
-5.41277,0.00444
-5.41177,0.00444
-5.41077,0.00445
-5.40977,0.00445
-5.40877,0.00446
-5.40777,0.00446
-5.40677,0.00447
-5.40577,0.00447
-5.40477,0.00447
-5.40377,0.00448
-5.40277,0.00448
-5.40177,0.00449
-5.40077,0.00449
-5.39977,0.0045
-5.39877,0.0045
-5.39777,0.00451
-5.39677,0.00451
-5.39577,0.00452
-5.39477,0.00452
-5.39377,0.00452
-5.39277,0.00453
-5.39177,0.00453
-5.39077,0.00454
-5.38977,0.00454
-5.38877,0.00455
-5.38777,0.00455
-5.38677,0.00456
-5.38577,0.00456
-5.38477,0.00456
-5.38377,0.00457
-5.38277,0.00457
-5.38177,0.00458
-5.38077,0.00458
-5.37977,0.00459
-5.37877,0.00459
-5.37777,0.0046
-5.37677,0.0046
-5.37577,0.00461
-5.37477,0.00461
-5.37377,0.00462
-5.37277,0.00462
-5.37177,0.00462
-5.37077,0.00463
-5.36977,0.00463
-5.36877,0.00464
-5.36777,0.00464
-5.36677,0.00465
-5.36577,0.00465
-5.36477,0.00466
-5.36377,0.00466
-5.36277,0.00467
-5.36177,0.00467
-5.36077,0.00468
-5.35977,0.00468
-5.35877,0.00468
-5.35777,0.00469
-5.35677,0.00469
-5.35577,0.0047
-5.35477,0.0047
-5.35377,0.00471
-5.35277,0.00471
-5.35177,0.00472
-5.35077,0.00472
-5.34977,0.00473
-5.34877,0.00473
-5.34777,0.00474
-5.34677,0.00474
-5.34577,0.00475
-5.34477,0.00475
-5.34377,0.00476
-5.34277,0.00476
-5.34177,0.00476
-5.34077,0.00477
-5.33977,0.00477
-5.33877,0.00478
-5.33777,0.00478
-5.33677,0.00479
-5.33577,0.00479
-5.33477,0.0048
-5.33377,0.0048
-5.33277,0.00481
-5.33177,0.00481
-5.33077,0.00482
-5.32977,0.00482
-5.32877,0.00483
-5.32777,0.00483
-5.32677,0.00484
-5.32577,0.00484
-5.32477,0.00485
-5.32377,0.00485
-5.32277,0.00486
-5.32177,0.00486
-5.32077,0.00487
-5.31977,0.00487
-5.31877,0.00487
-5.31777,0.00488
-5.31677,0.00488
-5.31577,0.00489
-5.31477,0.00489
-5.31377,0.0049
-5.31277,0.0049
-5.31177,0.00491
-5.31077,0.00491
-5.30977,0.00492
-5.30877,0.00492
-5.30777,0.00493
-5.30677,0.00493
-5.30577,0.00494
-5.30477,0.00494
-5.30377,0.00495
-5.30277,0.00495
-5.30177,0.00496
-5.30077,0.00496
-5.29976,0.00497
-5.29876,0.00497
-5.29776,0.00498
-5.29676,0.00498
-5.29576,0.00499
-5.29476,0.00499
-5.29376,0.005
-5.29276,0.005
-5.29176,0.00501
-5.29076,0.00501
-5.28976,0.00502
-5.28876,0.00502
-5.28776,0.00503
-5.28676,0.00503
-5.28576,0.00504
-5.28476,0.00504
-5.28376,0.00505
-5.28276,0.00505
-5.28176,0.00506
-5.28076,0.00506
-5.27976,0.00507
-5.27876,0.00507
-5.27776,0.00508
-5.27676,0.00508
-5.27576,0.00509
-5.27476,0.00509
-5.27376,0.0051
-5.27276,0.0051
-5.27176,0.00511
-5.27076,0.00511
-5.26976,0.00512
-5.26876,0.00512
-5.26776,0.00513
-5.26676,0.00513
-5.26576,0.00514
-5.26476,0.00514
-5.26376,0.00515
-5.26276,0.00515
-5.26176,0.00516
-5.26076,0.00516
-5.25976,0.00517
-5.25876,0.00517
-5.25776,0.00518
-5.25676,0.00519
-5.25576,0.00519
-5.25476,0.0052
-5.25376,0.0052
-5.25276,0.00521
-5.25176,0.00521
-5.25076,0.00522
-5.24976,0.00522
-5.24876,0.00523
-5.24776,0.00523
-5.24676,0.00524
-5.24576,0.00524
-5.24476,0.00525
-5.24376,0.00525
-5.24276,0.00526
-5.24176,0.00526
-5.24076,0.00527
-5.23976,0.00527
-5.23876,0.00528
-5.23776,0.00528
-5.23676,0.00529
-5.23576,0.00529
-5.23476,0.0053
-5.23376,0.00531
-5.23276,0.00531
-5.23176,0.00532
-5.23076,0.00532
-5.22976,0.00533
-5.22876,0.00533
-5.22776,0.00534
-5.22676,0.00534
-5.22576,0.00535
-5.22476,0.00535
-5.22376,0.00536
-5.22276,0.00536
-5.22176,0.00537
-5.22076,0.00537
-5.21976,0.00538
-5.21876,0.00538
-5.21776,0.00539
-5.21676,0.0054
-5.21576,0.0054
-5.21476,0.00541
-5.21376,0.00541
-5.21276,0.00542
-5.21176,0.00542
-5.21076,0.00543
-5.20976,0.00543
-5.20876,0.00544
-5.20776,0.00544
-5.20676,0.00545
-5.20576,0.00545
-5.20476,0.00546
-5.20376,0.00547
-5.20276,0.00547
-5.20176,0.00548
-5.20076,0.00548
-5.19976,0.00549
-5.19876,0.00549
-5.19776,0.0055
-5.19676,0.0055
-5.19576,0.00551
-5.19476,0.00551
-5.19376,0.00552
-5.19276,0.00553
-5.19176,0.00553
-5.19076,0.00554
-5.18976,0.00554
-5.18876,0.00555
-5.18776,0.00555
-5.18676,0.00556
-5.18576,0.00556
-5.18476,0.00557
-5.18376,0.00558
-5.18276,0.00558
-5.18176,0.00559
-5.18076,0.00559
-5.17976,0.0056
-5.17876,0.0056
-5.17776,0.00561
-5.17676,0.00561
-5.17576,0.00562
-5.17476,0.00563
-5.17376,0.00563
-5.17276,0.00564
-5.17176,0.00564
-5.17076,0.00565
-5.16976,0.00565
-5.16876,0.00566
-5.16776,0.00567
-5.16676,0.00567
-5.16576,0.00568
-5.16476,0.00568
-5.16376,0.00569
-5.16276,0.00569
-5.16176,0.0057
-5.16076,0.0057
-5.15976,0.00571
-5.15876,0.00572
-5.15776,0.00572
-5.15676,0.00573
-5.15576,0.00573
-5.15476,0.00574
-5.15376,0.00574
-5.15276,0.00575
-5.15176,0.00576
-5.15076,0.00576
-5.14976,0.00577
-5.14876,0.00577
-5.14776,0.00578
-5.14676,0.00578
-5.14576,0.00579
-5.14476,0.0058
-5.14376,0.0058
-5.14276,0.00581
-5.14176,0.00581
-5.14076,0.00582
-5.13976,0.00582
-5.13876,0.00583
-5.13776,0.00584
-5.13676,0.00584
-5.13576,0.00585
-5.13476,0.00585
-5.13376,0.00586
-5.13276,0.00587
-5.13176,0.00587
-5.13076,0.00588
-5.12976,0.00588
-5.12876,0.00589
-5.12776,0.00589
-5.12676,0.0059
-5.12576,0.00591
-5.12476,0.00591
-5.12376,0.00592
-5.12276,0.00592
-5.12176,0.00593
-5.12076,0.00594
-5.11976,0.00594
-5.11876,0.00595
-5.11776,0.00595
-5.11676,0.00596
-5.11576,0.00597
-5.11476,0.00597
-5.11376,0.00598
-5.11276,0.00598
-5.11176,0.00599
-5.11076,0.006
-5.10976,0.006
-5.10876,0.00601
-5.10776,0.00601
-5.10676,0.00602
-5.10576,0.00603
-5.10476,0.00603
-5.10376,0.00604
-5.10276,0.00604
-5.10176,0.00605
-5.10076,0.00606
-5.09975,0.00606
-5.09875,0.00607
-5.09775,0.00607
-5.09675,0.00608
-5.09575,0.00609
-5.09475,0.00609
-5.09375,0.0061
-5.09275,0.0061
-5.09175,0.00611
-5.09075,0.00612
-5.08975,0.00612
-5.08875,0.00613
-5.08775,0.00613
-5.08675,0.00614
-5.08575,0.00615
-5.08475,0.00615
-5.08375,0.00616
-5.08275,0.00616
-5.08175,0.00617
-5.08075,0.00618
-5.07975,0.00618
-5.07875,0.00619
-5.07775,0.0062
-5.07675,0.0062
-5.07575,0.00621
-5.07475,0.00621
-5.07375,0.00622
-5.07275,0.00623
-5.07175,0.00623
-5.07075,0.00624
-5.06975,0.00624
-5.06875,0.00625
-5.06775,0.00626
-5.06675,0.00626
-5.06575,0.00627
-5.06475,0.00628
-5.06375,0.00628
-5.06275,0.00629
-5.06175,0.00629
-5.06075,0.0063
-5.05975,0.00631
-5.05875,0.00631
-5.05775,0.00632
-5.05675,0.00633
-5.05575,0.00633
-5.05475,0.00634
-5.05375,0.00634
-5.05275,0.00635
-5.05175,0.00636
-5.05075,0.00636
-5.04975,0.00637
-5.04875,0.00638
-5.04775,0.00638
-5.04675,0.00639
-5.04575,0.0064
-5.04475,0.0064
-5.04375,0.00641
-5.04275,0.00641
-5.04175,0.00642
-5.04075,0.00643
-5.03975,0.00643
-5.03875,0.00644
-5.03775,0.00645
-5.03675,0.00645
-5.03575,0.00646
-5.03475,0.00647
-5.03375,0.00647
-5.03275,0.00648
-5.03175,0.00649
-5.03075,0.00649
-5.02975,0.0065
-5.02875,0.0065
-5.02775,0.00651
-5.02675,0.00652
-5.02575,0.00652
-5.02475,0.00653
-5.02375,0.00654
-5.02275,0.00654
-5.02175,0.00655
-5.02075,0.00656
-5.01975,0.00656
-5.01875,0.00657
-5.01775,0.00658
-5.01675,0.00658
-5.01575,0.00659
-5.01475,0.0066
-5.01375,0.0066
-5.01275,0.00661
-5.01175,0.00662
-5.01075,0.00662
-5.00975,0.00663
-5.00875,0.00663
-5.00775,0.00664
-5.00675,0.00665
-5.00575,0.00665
-5.00475,0.00666
-5.00375,0.00667
-5.00275,0.00667
-5.00175,0.00668
-5.00075,0.00669
-4.99975,0.00669
-4.99875,0.0067
-4.99775,0.00671
-4.99675,0.00671
-4.99575,0.00672
-4.99475,0.00673
-4.99375,0.00673
-4.99275,0.00674
-4.99175,0.00675
-4.99075,0.00675
-4.98975,0.00676
-4.98875,0.00677
-4.98775,0.00677
-4.98675,0.00678
-4.98575,0.00679
-4.98475,0.0068
-4.98375,0.0068
-4.98275,0.00681
-4.98175,0.00682
-4.98075,0.00682
-4.97975,0.00683
-4.97875,0.00684
-4.97775,0.00684
-4.97675,0.00685
-4.97575,0.00686
-4.97475,0.00686
-4.97375,0.00687
-4.97275,0.00688
-4.97175,0.00688
-4.97075,0.00689
-4.96975,0.0069
-4.96875,0.0069
-4.96775,0.00691
-4.96675,0.00692
-4.96575,0.00692
-4.96475,0.00693
-4.96375,0.00694
-4.96275,0.00695
-4.96175,0.00695
-4.96075,0.00696
-4.95975,0.00697
-4.95875,0.00697
-4.95775,0.00698
-4.95675,0.00699
-4.95575,0.00699
-4.95475,0.007
-4.95375,0.00701
-4.95275,0.00701
-4.95175,0.00702
-4.95075,0.00703
-4.94975,0.00704
-4.94875,0.00704
-4.94775,0.00705
-4.94675,0.00706
-4.94575,0.00706
-4.94475,0.00707
-4.94375,0.00708
-4.94275,0.00708
-4.94175,0.00709
-4.94075,0.0071
-4.93975,0.00711
-4.93875,0.00711
-4.93775,0.00712
-4.93675,0.00713
-4.93575,0.00713
-4.93475,0.00714
-4.93375,0.00715
-4.93275,0.00716
-4.93175,0.00716
-4.93075,0.00717
-4.92975,0.00718
-4.92875,0.00718
-4.92775,0.00719
-4.92675,0.0072
-4.92575,0.00721
-4.92475,0.00721
-4.92375,0.00722
-4.92275,0.00723
-4.92175,0.00723
-4.92075,0.00724
-4.91975,0.00725
-4.91875,0.00726
-4.91775,0.00726
-4.91675,0.00727
-4.91575,0.00728
-4.91475,0.00728
-4.91375,0.00729
-4.91275,0.0073
-4.91175,0.00731
-4.91075,0.00731
-4.90975,0.00732
-4.90875,0.00733
-4.90775,0.00733
-4.90675,0.00734
-4.90575,0.00735
-4.90475,0.00736
-4.90375,0.00736
-4.90275,0.00737
-4.90175,0.00738
-4.90075,0.00739
-4.89974,0.00739
-4.89874,0.0074
-4.89774,0.00741
-4.89674,0.00742
-4.89574,0.00742
-4.89474,0.00743
-4.89374,0.00744
-4.89274,0.00744
-4.89174,0.00745
-4.89074,0.00746
-4.88974,0.00747
-4.88874,0.00747
-4.88774,0.00748
-4.88674,0.00749
-4.88574,0.0075
-4.88474,0.0075
-4.88374,0.00751
-4.88274,0.00752
-4.88174,0.00753
-4.88074,0.00753
-4.87974,0.00754
-4.87874,0.00755
-4.87774,0.00756
-4.87674,0.00756
-4.87574,0.00757
-4.87474,0.00758
-4.87374,0.00759
-4.87274,0.00759
-4.87174,0.0076
-4.87074,0.00761
-4.86974,0.00762
-4.86874,0.00762
-4.86774,0.00763
-4.86674,0.00764
-4.86574,0.00765
-4.86474,0.00765
-4.86374,0.00766
-4.86274,0.00767
-4.86174,0.00768
-4.86074,0.00769
-4.85974,0.00769
-4.85874,0.0077
-4.85774,0.00771
-4.85674,0.00772
-4.85574,0.00772
-4.85474,0.00773
-4.85374,0.00774
-4.85274,0.00775
-4.85174,0.00775
-4.85074,0.00776
-4.84974,0.00777
-4.84874,0.00778
-4.84774,0.00778
-4.84674,0.00779
-4.84574,0.0078
-4.84474,0.00781
-4.84374,0.00782
-4.84274,0.00782
-4.84174,0.00783
-4.84074,0.00784
-4.83974,0.00785
-4.83874,0.00785
-4.83774,0.00786
-4.83674,0.00787
-4.83574,0.00788
-4.83474,0.00789
-4.83374,0.00789
-4.83274,0.0079
-4.83174,0.00791
-4.83074,0.00792
-4.82974,0.00793
-4.82874,0.00793
-4.82774,0.00794
-4.82674,0.00795
-4.82574,0.00796
-4.82474,0.00796
-4.82374,0.00797
-4.82274,0.00798
-4.82174,0.00799
-4.82074,0.008
-4.81974,0.008
-4.81874,0.00801
-4.81774,0.00802
-4.81674,0.00803
-4.81574,0.00804
-4.81474,0.00804
-4.81374,0.00805
-4.81274,0.00806
-4.81174,0.00807
-4.81074,0.00808
-4.80974,0.00808
-4.80874,0.00809
-4.80774,0.0081
-4.80674,0.00811
-4.80574,0.00812
-4.80474,0.00812
-4.80374,0.00813
-4.80274,0.00814
-4.80174,0.00815
-4.80074,0.00816
-4.79974,0.00816
-4.79874,0.00817
-4.79774,0.00818
-4.79674,0.00819
-4.79574,0.0082
-4.79474,0.00821
-4.79374,0.00821
-4.79274,0.00822
-4.79174,0.00823
-4.79074,0.00824
-4.78974,0.00825
-4.78874,0.00825
-4.78774,0.00826
-4.78674,0.00827
-4.78574,0.00828
-4.78474,0.00829
-4.78374,0.0083
-4.78274,0.0083
-4.78174,0.00831
-4.78074,0.00832
-4.77974,0.00833
-4.77874,0.00834
-4.77774,0.00834
-4.77674,0.00835
-4.77574,0.00836
-4.77474,0.00837
-4.77374,0.00838
-4.77274,0.00839
-4.77174,0.00839
-4.77074,0.0084
-4.76974,0.00841
-4.76874,0.00842
-4.76774,0.00843
-4.76674,0.00844
-4.76574,0.00844
-4.76474,0.00845
-4.76374,0.00846
-4.76274,0.00847
-4.76174,0.00848
-4.76074,0.00849
-4.75974,0.0085
-4.75874,0.0085
-4.75774,0.00851
-4.75674,0.00852
-4.75574,0.00853
-4.75474,0.00854
-4.75374,0.00855
-4.75274,0.00855
-4.75174,0.00856
-4.75074,0.00857
-4.74974,0.00858
-4.74874,0.00859
-4.74774,0.0086
-4.74674,0.00861
-4.74574,0.00861
-4.74474,0.00862
-4.74374,0.00863
-4.74274,0.00864
-4.74174,0.00865
-4.74074,0.00866
-4.73974,0.00867
-4.73874,0.00867
-4.73774,0.00868
-4.73674,0.00869
-4.73574,0.0087
-4.73474,0.00871
-4.73374,0.00872
-4.73274,0.00873
-4.73174,0.00873
-4.73074,0.00874
-4.72974,0.00875
-4.72874,0.00876
-4.72774,0.00877
-4.72674,0.00878
-4.72574,0.00879
-4.72474,0.0088
-4.72374,0.0088
-4.72274,0.00881
-4.72174,0.00882
-4.72074,0.00883
-4.71974,0.00884
-4.71874,0.00885
-4.71774,0.00886
-4.71674,0.00887
-4.71574,0.00887
-4.71474,0.00888
-4.71374,0.00889
-4.71274,0.0089
-4.71174,0.00891
-4.71074,0.00892
-4.70974,0.00893
-4.70874,0.00894
-4.70774,0.00894
-4.70674,0.00895
-4.70574,0.00896
-4.70474,0.00897
-4.70374,0.00898
-4.70274,0.00899
-4.70174,0.009
-4.70074,0.00901
-4.69973,0.00902
-4.69873,0.00902
-4.69773,0.00903
-4.69673,0.00904
-4.69573,0.00905
-4.69473,0.00906
-4.69373,0.00907
-4.69273,0.00908
-4.69173,0.00909
-4.69073,0.0091
-4.68973,0.00911
-4.68873,0.00911
-4.68773,0.00912
-4.68673,0.00913
-4.68573,0.00914
-4.68473,0.00915
-4.68373,0.00916
-4.68273,0.00917
-4.68173,0.00918
-4.68073,0.00919
-4.67973,0.0092
-4.67873,0.00921
-4.67773,0.00921
-4.67673,0.00922
-4.67573,0.00923
-4.67473,0.00924
-4.67373,0.00925
-4.67273,0.00926
-4.67173,0.00927
-4.67073,0.00928
-4.66973,0.00929
-4.66873,0.0093
-4.66773,0.00931
-4.66673,0.00932
-4.66573,0.00932
-4.66473,0.00933
-4.66373,0.00934
-4.66273,0.00935
-4.66173,0.00936
-4.66073,0.00937
-4.65973,0.00938
-4.65873,0.00939
-4.65773,0.0094
-4.65673,0.00941
-4.65573,0.00942
-4.65473,0.00943
-4.65373,0.00944
-4.65273,0.00945
-4.65173,0.00945
-4.65073,0.00946
-4.64973,0.00947
-4.64873,0.00948
-4.64773,0.00949
-4.64673,0.0095
-4.64573,0.00951
-4.64473,0.00952
-4.64373,0.00953
-4.64273,0.00954
-4.64173,0.00955
-4.64073,0.00956
-4.63973,0.00957
-4.63873,0.00958
-4.63773,0.00959
-4.63673,0.0096
-4.63573,0.00961
-4.63473,0.00962
-4.63373,0.00962
-4.63273,0.00963
-4.63173,0.00964
-4.63073,0.00965
-4.62973,0.00966
-4.62873,0.00967
-4.62773,0.00968
-4.62673,0.00969
-4.62573,0.0097
-4.62473,0.00971
-4.62373,0.00972
-4.62273,0.00973
-4.62173,0.00974
-4.62073,0.00975
-4.61973,0.00976
-4.61873,0.00977
-4.61773,0.00978
-4.61673,0.00979
-4.61573,0.0098
-4.61473,0.00981
-4.61373,0.00982
-4.61273,0.00983
-4.61173,0.00984
-4.61073,0.00985
-4.60973,0.00986
-4.60873,0.00987
-4.60773,0.00988
-4.60673,0.00989
-4.60573,0.0099
-4.60473,0.00991
-4.60373,0.00992
-4.60273,0.00992
-4.60173,0.00993
-4.60073,0.00994
-4.59973,0.00995
-4.59873,0.00996
-4.59773,0.00997
-4.59673,0.00998
-4.59573,0.00999
-4.59473,0.01
-4.59373,0.01001
-4.59273,0.01002
-4.59173,0.01003
-4.59073,0.01004
-4.58973,0.01005
-4.58873,0.01006
-4.58773,0.01007
-4.58673,0.01008
-4.58573,0.01009
-4.58473,0.0101
-4.58373,0.01011
-4.58273,0.01012
-4.58173,0.01013
-4.58073,0.01014
-4.57973,0.01015
-4.57873,0.01016
-4.57773,0.01017
-4.57673,0.01018
-4.57573,0.01019
-4.57473,0.0102
-4.57373,0.01021
-4.57273,0.01022
-4.57173,0.01023
-4.57073,0.01024
-4.56973,0.01025
-4.56873,0.01026
-4.56773,0.01027
-4.56673,0.01029
-4.56573,0.0103
-4.56473,0.01031
-4.56373,0.01032
-4.56273,0.01033
-4.56173,0.01034
-4.56073,0.01035
-4.55973,0.01036
-4.55873,0.01037
-4.55773,0.01038
-4.55673,0.01039
-4.55573,0.0104
-4.55473,0.01041
-4.55373,0.01042
-4.55273,0.01043
-4.55173,0.01044
-4.55073,0.01045
-4.54973,0.01046
-4.54873,0.01047
-4.54773,0.01048
-4.54673,0.01049
-4.54573,0.0105
-4.54473,0.01051
-4.54373,0.01052
-4.54273,0.01053
-4.54173,0.01054
-4.54073,0.01055
-4.53973,0.01056
-4.53873,0.01057
-4.53773,0.01058
-4.53673,0.01059
-4.53573,0.01061
-4.53473,0.01062
-4.53373,0.01063
-4.53273,0.01064
-4.53173,0.01065
-4.53073,0.01066
-4.52973,0.01067
-4.52873,0.01068
-4.52773,0.01069
-4.52673,0.0107
-4.52573,0.01071
-4.52473,0.01072
-4.52373,0.01073
-4.52273,0.01074
-4.52173,0.01075
-4.52073,0.01076
-4.51973,0.01077
-4.51873,0.01079
-4.51773,0.0108
-4.51673,0.01081
-4.51573,0.01082
-4.51473,0.01083
-4.51373,0.01084
-4.51273,0.01085
-4.51173,0.01086
-4.51073,0.01087
-4.50973,0.01088
-4.50873,0.01089
-4.50773,0.0109
-4.50673,0.01091
-4.50573,0.01092
-4.50473,0.01094
-4.50373,0.01095
-4.50273,0.01096
-4.50173,0.01097
-4.50073,0.01098
-4.49972,0.01099
-4.49872,0.011
-4.49772,0.01101
-4.49672,0.01102
-4.49572,0.01103
-4.49472,0.01104
-4.49372,0.01106
-4.49272,0.01107
-4.49172,0.01108
-4.49072,0.01109
-4.48972,0.0111
-4.48872,0.01111
-4.48772,0.01112
-4.48672,0.01113
-4.48572,0.01114
-4.48472,0.01115
-4.48372,0.01117
-4.48272,0.01118
-4.48172,0.01119
-4.48072,0.0112
-4.47972,0.01121
-4.47872,0.01122
-4.47772,0.01123
-4.47672,0.01124
-4.47572,0.01125
-4.47472,0.01127
-4.47372,0.01128
-4.47272,0.01129
-4.47172,0.0113
-4.47072,0.01131
-4.46972,0.01132
-4.46872,0.01133
-4.46772,0.01134
-4.46672,0.01135
-4.46572,0.01137
-4.46472,0.01138
-4.46372,0.01139
-4.46272,0.0114
-4.46172,0.01141
-4.46072,0.01142
-4.45972,0.01143
-4.45872,0.01144
-4.45772,0.01146
-4.45672,0.01147
-4.45572,0.01148
-4.45472,0.01149
-4.45372,0.0115
-4.45272,0.01151
-4.45172,0.01152
-4.45072,0.01154
-4.44972,0.01155
-4.44872,0.01156
-4.44772,0.01157
-4.44672,0.01158
-4.44572,0.01159
-4.44472,0.0116
-4.44372,0.01162
-4.44272,0.01163
-4.44172,0.01164
-4.44072,0.01165
-4.43972,0.01166
-4.43872,0.01167
-4.43772,0.01168
-4.43672,0.0117
-4.43572,0.01171
-4.43472,0.01172
-4.43372,0.01173
-4.43272,0.01174
-4.43172,0.01175
-4.43072,0.01177
-4.42972,0.01178
-4.42872,0.01179
-4.42772,0.0118
-4.42672,0.01181
-4.42572,0.01182
-4.42472,0.01184
-4.42372,0.01185
-4.42272,0.01186
-4.42172,0.01187
-4.42072,0.01188
-4.41972,0.01189
-4.41872,0.01191
-4.41772,0.01192
-4.41672,0.01193
-4.41572,0.01194
-4.41472,0.01195
-4.41372,0.01197
-4.41272,0.01198
-4.41172,0.01199
-4.41072,0.012
-4.40972,0.01201
-4.40872,0.01202
-4.40772,0.01204
-4.40672,0.01205
-4.40572,0.01206
-4.40472,0.01207
-4.40372,0.01208
-4.40272,0.0121
-4.40172,0.01211
-4.40072,0.01212
-4.39972,0.01213
-4.39872,0.01214
-4.39772,0.01216
-4.39672,0.01217
-4.39572,0.01218
-4.39472,0.01219
-4.39372,0.0122
-4.39272,0.01222
-4.39172,0.01223
-4.39072,0.01224
-4.38972,0.01225
-4.38872,0.01226
-4.38772,0.01228
-4.38672,0.01229
-4.38572,0.0123
-4.38472,0.01231
-4.38372,0.01233
-4.38272,0.01234
-4.38172,0.01235
-4.38072,0.01236
-4.37972,0.01237
-4.37872,0.01239
-4.37772,0.0124
-4.37672,0.01241
-4.37572,0.01242
-4.37472,0.01244
-4.37372,0.01245
-4.37272,0.01246
-4.37172,0.01247
-4.37072,0.01248
-4.36972,0.0125
-4.36872,0.01251
-4.36772,0.01252
-4.36672,0.01253
-4.36572,0.01255
-4.36472,0.01256
-4.36372,0.01257
-4.36272,0.01258
-4.36172,0.0126
-4.36072,0.01261
-4.35972,0.01262
-4.35872,0.01263
-4.35772,0.01265
-4.35672,0.01266
-4.35572,0.01267
-4.35472,0.01268
-4.35372,0.0127
-4.35272,0.01271
-4.35172,0.01272
-4.35072,0.01273
-4.34972,0.01275
-4.34872,0.01276
-4.34772,0.01277
-4.34672,0.01278
-4.34572,0.0128
-4.34472,0.01281
-4.34372,0.01282
-4.34272,0.01283
-4.34172,0.01285
-4.34072,0.01286
-4.33972,0.01287
-4.33872,0.01289
-4.33772,0.0129
-4.33672,0.01291
-4.33572,0.01292
-4.33472,0.01294
-4.33372,0.01295
-4.33272,0.01296
-4.33172,0.01297
-4.33072,0.01299
-4.32972,0.013
-4.32872,0.01301
-4.32772,0.01303
-4.32672,0.01304
-4.32572,0.01305
-4.32472,0.01306
-4.32372,0.01308
-4.32272,0.01309
-4.32172,0.0131
-4.32072,0.01312
-4.31972,0.01313
-4.31872,0.01314
-4.31772,0.01315
-4.31672,0.01317
-4.31572,0.01318
-4.31472,0.01319
-4.31372,0.01321
-4.31272,0.01322
-4.31172,0.01323
-4.31072,0.01325
-4.30972,0.01326
-4.30872,0.01327
-4.30772,0.01329
-4.30672,0.0133
-4.30572,0.01331
-4.30472,0.01332
-4.30372,0.01334
-4.30272,0.01335
-4.30172,0.01336
-4.30072,0.01338
-4.29971,0.01339
-4.29871,0.0134
-4.29771,0.01342
-4.29671,0.01343
-4.29571,0.01344
-4.29471,0.01346
-4.29371,0.01347
-4.29271,0.01348
-4.29171,0.0135
-4.29071,0.01351
-4.28971,0.01352
-4.28871,0.01354
-4.28771,0.01355
-4.28671,0.01356
-4.28571,0.01358
-4.28471,0.01359
-4.28371,0.0136
-4.28271,0.01362
-4.28171,0.01363
-4.28071,0.01364
-4.27971,0.01366
-4.27871,0.01367
-4.27771,0.01368
-4.27671,0.0137
-4.27571,0.01371
-4.27471,0.01373
-4.27371,0.01374
-4.27271,0.01375
-4.27171,0.01377
-4.27071,0.01378
-4.26971,0.01379
-4.26871,0.01381
-4.26771,0.01382
-4.26671,0.01383
-4.26571,0.01385
-4.26471,0.01386
-4.26371,0.01387
-4.26271,0.01389
-4.26171,0.0139
-4.26071,0.01392
-4.25971,0.01393
-4.25871,0.01394
-4.25771,0.01396
-4.25671,0.01397
-4.25571,0.01398
-4.25471,0.014
-4.25371,0.01401
-4.25271,0.01403
-4.25171,0.01404
-4.25071,0.01405
-4.24971,0.01407
-4.24871,0.01408
-4.24771,0.0141
-4.24671,0.01411
-4.24571,0.01412
-4.24471,0.01414
-4.24371,0.01415
-4.24271,0.01417
-4.24171,0.01418
-4.24071,0.01419
-4.23971,0.01421
-4.23871,0.01422
-4.23771,0.01424
-4.23671,0.01425
-4.23571,0.01426
-4.23471,0.01428
-4.23371,0.01429
-4.23271,0.01431
-4.23171,0.01432
-4.23071,0.01433
-4.22971,0.01435
-4.22871,0.01436
-4.22771,0.01438
-4.22671,0.01439
-4.22571,0.0144
-4.22471,0.01442
-4.22371,0.01443
-4.22271,0.01445
-4.22171,0.01446
-4.22071,0.01448
-4.21971,0.01449
-4.21871,0.0145
-4.21771,0.01452
-4.21671,0.01453
-4.21571,0.01455
-4.21471,0.01456
-4.21371,0.01458
-4.21271,0.01459
-4.21171,0.0146
-4.21071,0.01462
-4.20971,0.01463
-4.20871,0.01465
-4.20771,0.01466
-4.20671,0.01468
-4.20571,0.01469
-4.20471,0.01471
-4.20371,0.01472
-4.20271,0.01473
-4.20171,0.01475
-4.20071,0.01476
-4.19971,0.01478
-4.19871,0.01479
-4.19771,0.01481
-4.19671,0.01482
-4.19571,0.01484
-4.19471,0.01485
-4.19371,0.01487
-4.19271,0.01488
-4.19171,0.0149
-4.19071,0.01491
-4.18971,0.01492
-4.18871,0.01494
-4.18771,0.01495
-4.18671,0.01497
-4.18571,0.01498
-4.18471,0.015
-4.18371,0.01501
-4.18271,0.01503
-4.18171,0.01504
-4.18071,0.01506
-4.17971,0.01507
-4.17871,0.01509
-4.17771,0.0151
-4.17671,0.01512
-4.17571,0.01513
-4.17471,0.01515
-4.17371,0.01516
-4.17271,0.01518
-4.17171,0.01519
-4.17071,0.01521
-4.16971,0.01522
-4.16871,0.01524
-4.16771,0.01525
-4.16671,0.01527
-4.16571,0.01528
-4.16471,0.0153
-4.16371,0.01531
-4.16271,0.01533
-4.16171,0.01534
